fname,reef_no,replicate,perimeter_m,area_m2,diam_longest_m,diam_perpendic_m,imagery_resolution_m,date,method,platform,imagery_type,provider,instrument,observer,notes,X1,reef_no;replicate;perimeter_m;area_m2;diam_longest_m;diam_perpendic_m;imagery_resolution_m;date;method;platform;imagery_type;provider;instrument;observer;notes,dt
data/Module1_MeasuringReefs_EH.csv,15,2,261.1,5050,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,EH,NA,NA,NA,2016-02-08
data/Module1_MeasuringReefs_EH.csv,15,3,234.8,5340,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,EH,NA,NA,NA,2016-02-08
data/Module1_MeasuringReefs_EH.csv,15,1,335.5,8110,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,EH,NA,NA,NA,2018-03-07
data/Module1_MeasuringReefs_EH.csv,15,2,327.7,7810,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,EH,NA,NA,NA,2018-03-07
data/Module1_MeasuringReefs_EH.csv,15,3,328.5,8740,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,EH,NA,NA,NA,2018-03-07
data/Module1_MeasuringReefs_EH.csv,15,1,396.1,10160,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,EH,NA,NA,NA,2019-03-28
data/Module1_MeasuringReefs_EH.csv,15,2,340.3,7430,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,EH,NA,NA,NA,2019-03-28
data/Module1_MeasuringReefs_EH.csv,15,3,309.4,9250,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,EH,NA,NA,NA,2019-03-28
data/Module1_MeasuringReefs_EM.csv,21,1,100,550,NA,NA,NA,20190514,field,boat,NA,NA,transect tape,EM,"(e.g., field conditions; tide; etc.)",NA,NA,2019-05-14
data/Module1_MeasuringReefs_EM.csv,21,2,105,650,NA,NA,NA,20190514,field,boat,NA,NA,transect tape,EM,"(e.g., field conditions; tide; etc.)",NA,NA,2019-05-14
data/Module1_MeasuringReefs_EM.csv,21,3,110,800,NA,NA,NA,20190514,field,boat,NA,NA,transect tape,EM,"(e.g., field conditions; tide; etc.)",NA,NA,2019-05-14
data/Module1_MeasuringReefs_EM.csv,21,4,115,1200,NA,NA,NA,20190514,field,boat,NA,NA,transect tape,EM,"(e.g., field conditions; tide; etc.)",NA,NA,2019-05-14
data/Module1_MeasuringReefs_EM.csv,21,1,106,802,NA,NA,0.15,20130115,imagery,GE,aerial,unknown,unknown,EM,NA,NA,NA,2013-01-15
data/Module1_MeasuringReefs_EM.csv,21,2,106,775,NA,NA,0.15,20130115,imagery,GE,aerial,unknown,unknown,EM,NA,NA,NA,2013-01-15
data/Module1_MeasuringReefs_EM.csv,21,3,110,759,NA,NA,0.15,20130115,imagery,GE,aerial,unknown,unknown,EM,NA,NA,NA,2013-01-15
data/Module1_MeasuringReefs_EM.csv,21,4,104,757,NA,NA,0.15,20130115,imagery,GE,aerial,unknown,unknown,EM,NA,NA,NA,2013-01-15
data/Module1_MeasuringReefs_EM.csv,21,1,95.5,686,NA,NA,0.5,20130822,imagery,GE,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",EM,NA,NA,NA,2013-08-22
data/Module1_MeasuringReefs_EM.csv,21,2,99.5,757,NA,NA,0.5,20130822,imagery,GE,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",EM,NA,NA,NA,2013-08-22
data/Module1_MeasuringReefs_EM.csv,21,3,102,792,NA,NA,0.5,20130822,imagery,GE,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",EM,NA,NA,NA,2013-08-22
data/Module1_MeasuringReefs_EM.csv,21,4,102,791,NA,NA,0.5,20130822,imagery,GE,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",EM,NA,NA,NA,2013-08-22
data/Module1_MeasuringReefs_EM.csv,21,1,94.6,663,NA,NA,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,EM,NA,NA,NA,2011-01-08
data/Module1_MeasuringReefs_EM.csv,21,2,97.2,717,NA,NA,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,EM,NA,NA,NA,2011-01-08
data/Module1_MeasuringReefs_EM.csv,21,3,93.9,676,NA,NA,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,EM,NA,NA,NA,2011-01-08
data/Module1_MeasuringReefs_EM.csv,21,4,90.4,621,NA,NA,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,EM,NA,NA,NA,2011-01-08
data/Module1_MeasuringReefs_EM.csv,21,1,109,901,NA,NA,2,20030412,imagery,GE,satellite,DigitalGlobe,"EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth, but the imagery of this scene is def >1m, which is DG's lowest res sat listed in Christiaan Adam's post)",EM,"resolution is not 100% clear: 3.0 (?) or 2.0, if copyright info (DG) is wrong",NA,NA,2003-04-12
data/Module1_MeasuringReefs_EM.csv,21,2,107,881,NA,NA,2,20030412,imagery,GE,satellite,DigitalGlobe,"EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth, but the imagery of this scene is def >1m, which is DG's lowest res sat listed in Christiaan Adam's post)",EM,"resolution is not 100% clear: 3.0 (?) or 2.0, if copyright info (DG) is wrong",NA,NA,2003-04-12
data/Module1_MeasuringReefs_EM.csv,21,3,108,894,NA,NA,2,20030412,imagery,GE,satellite,DigitalGlobe,"EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth, but the imagery of this scene is def >1m, which is DG's lowest res sat listed in Christiaan Adam's post)",EM,"resolution is not 100% clear: 3.0 (?) or 2.0, if copyright info (DG) is wrong",NA,NA,2003-04-12
data/Module1_MeasuringReefs_EM.csv,21,4,108,904,NA,NA,2,20030412,imagery,GE,satellite,DigitalGlobe,"EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth, but the imagery of this scene is def >1m, which is DG's lowest res sat listed in Christiaan Adam's post)",EM,"resolution is not 100% clear: 3.0 (?) or 2.0, if copyright info (DG) is wrong",NA,NA,2003-04-12
data/Module1_MeasuringReefs_EM.csv,21,1,101.5,796.6,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),EM,NA,NA,NA,2019-03-16
data/Module1_MeasuringReefs_EM.csv,21,2,106.6,730.2,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),EM,NA,NA,NA,2019-03-16
data/Module1_MeasuringReefs_EM.csv,21,3,103.8,704,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),EM,NA,NA,NA,2019-03-16
data/Module1_MeasuringReefs_EM.csv,21,4,109.2,802.5,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),EM,NA,NA,NA,2019-03-16
data/Module1_MeasuringReefs_EM.csv,21,1,123.3,1010,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,EM,NA,NA,NA,2016-02-08
data/Module1_MeasuringReefs_EM.csv,21,2,114.7,931,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,EM,NA,NA,NA,2016-02-08
data/Module1_MeasuringReefs_EM.csv,21,3,106.6,927,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,EM,NA,NA,NA,2016-02-08
data/Module1_MeasuringReefs_EM.csv,21,4,124.8,762,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,EM,NA,NA,NA,2016-02-08
data/Module1_MeasuringReefs_EM.csv,21,1,146.8,1170,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,EM,NA,NA,NA,2018-03-07
data/Module1_MeasuringReefs_EM.csv,21,2,147.6,1040,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,EM,NA,NA,NA,2018-03-07
data/Module1_MeasuringReefs_EM.csv,21,3,133.3,1160,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,EM,NA,NA,NA,2018-03-07
data/Module1_MeasuringReefs_EM.csv,21,4,121.9,1230,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,EM,NA,NA,NA,2018-03-07
data/Module1_MeasuringReefs_EM.csv,21,1,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,EM,can't see reef b/c ~ = pixel size,NA,NA,2019-03-28
data/Module1_MeasuringReefs_EM.csv,21,2,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,EM,can't see reef b/c ~ = pixel size,NA,NA,2019-03-28
data/Module1_MeasuringReefs_EM.csv,21,3,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,EM,can't see reef b/c ~ = pixel size,NA,NA,2019-03-28
data/Module1_MeasuringReefs_EM.csv,21,4,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,EM,can't see reef b/c ~ = pixel size,NA,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,1,101.7,808.0382813,NA,NA,NA,20190521,field,boat,NA,NA,transect tape,SF,NA,1,NA,2019-05-21
data/Module1_MeasuringReefs_groupShawna.csv,19,2,113.04,998.2845,36,NA,NA,20190521,field,boat,NA,NA,transect tape,SF,NA,2,NA,2019-05-21
data/Module1_MeasuringReefs_groupShawna.csv,19,3,84.78,561.5350313,NA,27,NA,20190521,field,boat,NA,NA,transect tape,SF,NA,3,NA,2019-05-21
data/Module1_MeasuringReefs_groupShawna.csv,19,1,121,1111,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,4,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,2,119,1092,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,5,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,3,116,1047,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,6,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,1,138,1425,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,7,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,2,136,1432,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,8,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,3,132,1336,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,9,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,1,116,1028,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,10,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,2,118,1064,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,11,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,3,116,1031,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,12,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,1,126,1209,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,13,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,2,118,1071,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,14,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,3,124,1186,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,15,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,1,145.9,1540,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,16,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,2,128.17,1120,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,17,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,3,132.81,1260,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,18,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,1,115.02,1200,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,19,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,2,97.6,530.6,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,20,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,3,92.46,665.6,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,21,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,1,356.79,9980,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,22,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,2,350.55,1034,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,23,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,3,366.6,1015,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,24,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,1,417.79,16200,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,25,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,2,447.6,1345,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,26,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,3,440.6,1311,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,27,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,1,186,2702.8125,NA,NA,NA,20190521,field,boat,NA,NA,transect tape,SF,NA,28,NA,2019-05-21
data/Module1_MeasuringReefs_groupShawna.csv,16,2,188.4,2773.0125,60,NA,NA,20190521,field,boat,NA,NA,transect tape,SF,NA,29,NA,2019-05-21
data/Module1_MeasuringReefs_groupShawna.csv,16,3,178.98,2502.643781,NA,57,NA,20190521,field,boat,NA,NA,transect tape,SF,NA,30,NA,2019-05-21
data/Module1_MeasuringReefs_groupShawna.csv,16,1,197,3017,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,31,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,2,198,3025,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,32,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,3,197,2989,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,33,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,1,207,3284,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,34,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,2,207,3297,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,35,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,3,207,3345,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,36,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,1,200,3084,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,37,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,2,198,3034,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,38,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,3,192,2849,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,39,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,1,199,3035,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,40,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,2,217,3614,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,41,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,3,194,2884,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,42,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,1,150.53,1630,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,43,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,2,211.26,3380,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,44,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,3,214.73,3720,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,45,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,1,114.41,3701,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,46,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,2,200.7,3170,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,47,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,3,217,3480,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,48,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,1,287.33,7050,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,49,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,2,286.2,6010,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,50,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,3,285.19,6240,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,51,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,1,391.79,13220,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,52,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,2,317.5,6170,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,53,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,3,346.4,1074,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,54,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,1,416,13346,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,55,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,2,418,13497,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,56,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,3,416,13414,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,SF,NA,57,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,1,392,11827,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,58,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,2,399,12215,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,59,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,3,383,11461,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",SF,NA,60,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,1,371,10659,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,61,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,2,368,10541,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,62,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,3,370,10621,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,SF,NA,63,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,1,381,11278,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,64,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,2,392,11951,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,65,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,3,388,11651,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),SF,NA,66,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,1,393.57,12800,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,67,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,2,420.46,12720,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,68,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,3,413.75,12710,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),SF,NA,69,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,1,373.8,11940,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,70,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,2,401,12480,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,71,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,3,395.25,11440,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,SF,NA,72,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,1,444.7,15350,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,73,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,2,403.45,13140,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,74,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,3,434.11,12990,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,SF,NA,75,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,1,498.53,21650,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,76,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,2,506.24,17150,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,77,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,3,518.38,21180,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,SF,NA,78,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,12,1,363.5,10533,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,82,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,2,368.5,10823,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,83,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,3,369.8,10902,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,84,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,1,354.6,10024,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,85,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,2,348,9655,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,86,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,3,372.4,11061,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,87,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,1,363.4,10528,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,88,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,2,366,10680,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,89,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,3,361.8,10439,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,90,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,1,365,10627,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,91,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,2,375.6,11248,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,92,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,3,365.3,10642,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,93,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,1,356.1,10470,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,94,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,2,360.6,10220,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,95,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,3,359,10380,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,96,NA,2019-03-16
